group_id,original_text,normalized_text,label,source_type,source_file,source_line,split
b8be18f954cf202fec96a26c73cdbd71d03a943c7355ba41d26820ca6eda7405,我最近在学游泳。,我最近在学游泳。,normal,weak_label,data/normal_sentences.txt,163,train
bc0409cd73f931de5f6d8c362b9830e54cb23e256dae7b866f6572c6ca37c77e,修复了几个重要的Bug。,修复了几个重要的bug。,normal,weak_label,data/normal_sentences.txt,123,train
c05794a9d84775e84202e9807266f7f9890283db6e6f74823bc940bf9a38d353,今天作业不多，可以休息一下。,"今天作业不多,可以休息一下。",normal,weak_label,data/normal_sentences.txt,140,train
c2d80bc70ceff4900f71f8da4069e7c0a5790ff676e228bf61024d114dfc8871,今天的温度有点高。,今天的温度有点高。,normal,weak_label,data/normal_sentences.txt,131,train
c468af1729297c54ed1641a7326b2dc2fac02c1e07ca8ef0bb7b9bd873cabdfc,这个行程安排得很紧凑。,这个行程安排得很紧凑。,normal,weak_label,data/normal_sentences.txt,115,train
c4c907e272f4522cd5c23d83b38e90a7415c291a3a3ecd2dad02cf5bd94a92d2,请把窗户打开透透气。,请把窗户打开透透气。,normal,weak_label,data/normal_sentences.txt,19,train
c86b5ede4cd76a322a8d33596f3b181f67ba5136f7463055e8f6d457b5888ae9,你吃饭了吗？,你吃饭了吗?,normal,weak_label,data/normal_sentences.txt,8,train
c924cd16b9398b8f6134193c7a71f7b948d844fcc74316ec79874efce6312b6c,这个预算需要重新审核。,这个预算需要重新审核。,normal,weak_label,data/normal_sentences.txt,118,train
c9e2addd0dd6968b7d7f94696aa1650c64bad9ab3837248279f96f3e322f2104,今天地铁人好多。,今天地铁人好多。,normal,weak_label,data/normal_sentences.txt,42,train
cd146107fd8175f569ee54c903634fffde7db9bb7e9ed3eeca17dee9fd0c87b7,这本书写得非常好，推荐大家阅读。,"这本书写得非常好,推荐大家阅读。",normal,weak_label,data/normal_sentences.txt,20,train
cda9a5e63c50799c177b865c7a132da1201dac4950aaaa133c1d07db04e81b7c,音乐节下周举行。,音乐节下周举行。,normal,weak_label,data/normal_sentences.txt,146,train
d03c572a3b8e971208fa6815df57bbb958804a95f993d38d6e5cbc2a92489836,我喜欢吃火锅，尤其是麻辣味的。,"我喜欢吃火锅,尤其是麻辣味的。",normal,weak_label,data/normal_sentences.txt,2,train
d2379b77094d5269a4cf729841770c8aa10a7973d4910d22c2c55fb5f08a83b3,请问洗手间在哪里？,请问洗手间在哪里?,normal,weak_label,data/normal_sentences.txt,13,train
d3b478bef9c2abcc1b1c2cf9dcc744fc8aa96df14b53d8384c9e6af81061ceda,阅读这篇课文很有意思。,阅读这篇课文很有意思。,normal,weak_label,data/normal_sentences.txt,139,train
d6b756ec904ff52022e194c953161af067c5568389d3043f92f743dad21271c2,团队建设活动定在周五。,团队建设活动定在周五。,normal,weak_label,data/normal_sentences.txt,116,train
d888a27988227b5300b645d84ac3235dac9f2160701f25b64fce37fc4b65bbfa,口语练习很重要。,口语练习很重要。,normal,weak_label,data/normal_sentences.txt,136,train
db09f17fbb33a324dc0fd218933b59af405c3dc8139bc07c7252d595f0097495,这个品牌的护肤品很好用。,这个品牌的护肤品很好用。,normal,weak_label,data/normal_sentences.txt,152,train
df3f383f5b23a896affea8d91f9031bd9eaec385f2c3f60077b995b7d9b7bf99,我喜欢养猫。,我喜欢养猫。,normal,weak_label,data/normal_sentences.txt,24,train
e17a6ffb5f17a8b99a021855a0591008235204fba559e952f016c267c3650a6d,售后服务需要进一步提升。,售后服务需要进一步提升。,normal,weak_label,data/normal_sentences.txt,128,train
e26b0238631c7bfca3fe04be1a1274292c57ed875784541209808f3d1a58e2e4,这个游戏挺好玩的。,这个游戏挺好玩的。,normal,weak_label,data/normal_sentences.txt,41,train
e3914e9e2203fc8669852798781517dcd007420e7a8d41e38195a75712c8a4f0,我们要关注竞争对手的动态。,我们要关注竞争对手的动态。,normal,weak_label,data/normal_sentences.txt,126,train
e935b721fe2e908ce2b1de17adfd52965e63571a4c9836b701e80fb4a05ddb95,客户的反馈很重要。,客户的反馈很重要。,normal,weak_label,data/normal_sentences.txt,127,train
eb6914a13c38fae00b58103cf5f43f3882f7b1530a3b79afbdf743d37da507d8,我最近在追一部新剧。,我最近在追一部新剧。,normal,weak_label,data/normal_sentences.txt,141,train
ecd5dfbf4ff31d8150fc69eda8da1608586c17c24963229ec679f4b0630c0e5c,这个市场调研报告很有价值。,这个市场调研报告很有价值。,normal,weak_label,data/normal_sentences.txt,125,train
f2f4f074c76772741a231e7e015e4c67e947a8514eb9e5db80d62e2e9bfada22,早睡早起有益健康。,早睡早起有益健康。,normal,weak_label,data/normal_sentences.txt,159,train
f40dd0ae60358846ae42728cabbb7f825741a7a8c1b32398018220fb83d75e6c,希望下次还能再来。,希望下次还能再来。,normal,weak_label,data/normal_sentences.txt,189,train
fa29865cab559fe1f832d77f60f031e687f84e20c472786abb08ccfdff423d4e,团队合作很重要。,团队合作很重要。,normal,weak_label,data/normal_sentences.txt,166,train
fb1f2711e0195e18f79fb9b74bc63cac2e73e92fcd175c619b1d7d51ca51f1bd,演员的演技很好。,演员的演技很好。,normal,weak_label,data/normal_sentences.txt,143,train
0234a80330205134557f88aea07d8439eb1c0204768783ab41aa0af8f4d3fb62,问卷填写赚钱,问卷填写赚钱,ad,weak_label,data/violation_sentences/ad.txt,32,train
087eecd91fa39a25520b6df744b7ba58b9c8b292c3479a5dbaddfe7bfa3be79f,群众演员招募,群众演员招募,ad,weak_label,data/violation_sentences/ad.txt,63,train
0905939ea90532e6ab55181afa8ae4d85a51abdf4327e7e02ad5db78ee32455d,SEO优化推广,seo优化推广,ad,weak_label,data/violation_sentences/ad.txt,54,train
0b3929ac2616bc06ec1cd7a58d9e962bc25823559241883febeb58ec34ad2cc5,邀请好友得奖励,邀请好友得奖励,ad,weak_label,data/violation_sentences/ad.txt,13,train
0dbc78a7a0f46fa9212dc1a9c5686dd88691a9711a5eddce78d9b6b6df4714d0,车辆抵押贷款,车辆抵押贷款,ad,weak_label,data/violation_sentences/ad.txt,45,train
0dd5aaf7c195c490000c5ac86e054a71793c047c04f70137a18a769ad123b26a,0元购活动,0元购活动,ad,weak_label,data/violation_sentences/ad.txt,15,train
10d6eee34876e74fab30c2902f1a76dacc02ad3f8f02472925c9020cd12aa4cf,无抵押借款平台,无抵押借款平台,ad,weak_label,data/violation_sentences/ad.txt,43,train
172f33ef1cdb05f8033ec6b87da8a65b505c17a4b99381fdc7f49eb84078c475,版权登记服务,版权登记服务,ad,weak_label,data/violation_sentences/ad.txt,52,train
1cc047730f46b21346be76cdce733d3c7374d9555a59a8e064151556a203d6c6,电脑回收上门,电脑回收上门,ad,weak_label,data/violation_sentences/ad.txt,75,train
21aa9ce05af41c4863b336ba99e5054ce3ea768c337bbac49c8805e8313fed0a,剧组跟组演员,剧组跟组演员,ad,weak_label,data/violation_sentences/ad.txt,64,train
21d40bcb9f0006121c5bd94e182e94f2072f6bcd6bdd17cbabb702d5eea6c907,小额贷款秒到账,小额贷款秒到账,ad,weak_label,data/violation_sentences/ad.txt,42,train
292a95fd5c75ea448896972fc3f9c2407acca0c361f6173526527fbfaf3b3b4d,点击链接领奖品,点击链接领奖品,ad,weak_label,data/violation_sentences/ad.txt,10,train
2e09e066e82e26c6bbe86b1ed8c937fbd68f42b46c74b4a7d721ed2e2762aa53,满减优惠活动,满减优惠活动,ad,weak_label,data/violation_sentences/ad.txt,18,train
2f7af5f17c5baf93b062ada6a6790b3f4ff4e63eea67930b984bdb9e0427c5ee,注册即送10元,注册即送10元,ad,weak_label,data/violation_sentences/ad.txt,12,train
3f65e8b0f89de18f6e7e4cfb397d019310f6867447d47299e51cb84cd6c9aa53,艺人签约代理,艺人签约代理,ad,weak_label,data/violation_sentences/ad.txt,60,train
44560d8828d27419ca296a4dffa96a7dc70f6c588fe986d481eade3b81559000,限量版球鞋抢购,限量版球鞋抢购,ad,weak_label,data/violation_sentences/ad.txt,68,train
4db382b117166472915abbf85d239e1edbef4198201e5063c6c7cb49a99778ce,原单正品尾货,原单正品尾货,ad,weak_label,data/violation_sentences/ad.txt,22,train
4dfb6eef95b529d9e8fd4d3ff9f7c16e681d99eddc122e926c80439970edf08f,拼团砍价免费拿,拼团砍价免费拿,ad,weak_label,data/violation_sentences/ad.txt,14,train
5931db956f1dcdea6dbad003801608bd9c233c1f41a65f8472f0a3fc1e8816ef,淘宝刷单兼职,淘宝刷单兼职,ad,weak_label,data/violation_sentences/ad.txt,3,train
5a14169e1a13780108dfcad5afc754bd9d1a31a54a95776c4d2bd6bbe4048882,小红书种草合作,小红书种草合作,ad,weak_label,data/violation_sentences/ad.txt,56,train
5b271de39ee3962691e9773178834d84ad2860696b82fefaab29932c9b4fa9ae,代缴社保服务,代缴社保服务,ad,weak_label,data/violation_sentences/ad.txt,48,train
6515e63fb42b368c673d16b09e5ee687f1214513dad54aa5d15c7a08b897d868,打字录入员,打字录入员,ad,weak_label,data/violation_sentences/ad.txt,31,train
66796859d5056e2eb0d3559e1a0c0d6c5b3574005a904594d29a0a2cf5cb2987,网站建设套餐,网站建设套餐,ad,weak_label,data/violation_sentences/ad.txt,53,train
6adb86f294fd5d9031dc6f7cceb73ea65f9b7ecc4d2c7fb5f1331dc61569e9c7,微商代理招募,微商代理招募,ad,weak_label,data/violation_sentences/ad.txt,5,train
779be482a234fe2ebb916c20dec94e35b28cfa8effc412ca438a4eed5e7835fa,高仿奢侈品出售,高仿奢侈品出售,ad,weak_label,data/violation_sentences/ad.txt,23,train
840fdc932c1b951fb4782d1ff220e174fe931f40e10d9dc29f059b07c5e3bd6f,兼职打字员招聘,兼职打字员招聘,ad,weak_label,data/violation_sentences/ad.txt,7,train
84447adf5f525d5338266b21dedb011f7aeea05637a16ff225423fdd274563f1,宝妈兼职创业,宝妈兼职创业,ad,weak_label,data/violation_sentences/ad.txt,29,train
8b095bf41cce3c0e05ce011cf7a4fb7e10ad66216865f8683ad4535f50171350,下载APP送现金,下载app送现金,ad,weak_label,data/violation_sentences/ad.txt,11,train
8b75e409be67e58d0e9cd0c1f51fa97aa4f0aa3512888b854d57bb11fab1c4a5,模特招聘信息,模特招聘信息,ad,weak_label,data/violation_sentences/ad.txt,61,train
8f8cdc52b18f3303ec31f7cc044c85cb2f2ab5d833c43824af7b39b86ed3346b,精仿衣服批发,精仿衣服批发,ad,weak_label,data/violation_sentences/ad.txt,26,train
971780dbd12ba9d3b767cc0d83bd058c4890da390ffebefc0f4b67a351ea443a,奢侈品鉴定服务,奢侈品鉴定服务,ad,weak_label,data/violation_sentences/ad.txt,71,train
9a7496dc953328513700062112e597457a861397a73449123a965493850b68b8,黄金回收高价,黄金回收高价,ad,weak_label,data/violation_sentences/ad.txt,73,train
9ac6efa74db78d71c18b2f89479ccbb8266bfa5a43a9e3e24487db43fe642226,优惠券大放送,优惠券大放送,ad,weak_label,data/violation_sentences/ad.txt,17,train
9f621c8d78a917cf3e537b3ac96f363b1a967cc0f8ec1599766039ab22ae810a,网红经纪公司,网红经纪公司,ad,weak_label,data/violation_sentences/ad.txt,59,train
a81393d276ee57b61f2a3c64fdc9a1c10d73ee08d5a1b204f212e8e1937d9024,网贷口子推荐,网贷口子推荐,ad,weak_label,data/violation_sentences/ad.txt,41,train
aa302992d3ba1546cb27c3838a6e8d42ee97399116487dece26252f43d1fbc18,会员充值返利,会员充值返利,ad,weak_label,data/violation_sentences/ad.txt,19,train
ad27f121705d9831125617519267024ec89216bc995b8b45c00ac803bc9cfc66,手机回收估价,手机回收估价,ad,weak_label,data/violation_sentences/ad.txt,74,train
b00c7b3ee9ea3cf1ab19b5a4ff0765314cc1a086cead5e9d1ce0adb1e7536a51,刷单兼职日结,刷单兼职日结,ad,weak_label,data/violation_sentences/ad.txt,37,train
c355eec2570825b2c25991e316fb90bcd45d15426a896ae32dbd635a1d4a73dc,二手奢侈品回收,二手奢侈品回收,ad,weak_label,data/violation_sentences/ad.txt,72,train
cbf3bfbc2ea4c44e9fb472f9f30ecabd35d208afb0faccc7b2c40f791a395572,演员海选报名,演员海选报名,ad,weak_label,data/violation_sentences/ad.txt,62,train
d03ec7401dedfcc1e3f5f9b3cc2349750bfddf01a6216c06a82c2f9f54e6a8f6,支付宝红包活动,支付宝红包活动,ad,weak_label,data/violation_sentences/ad.txt,39,train
d473529197de89e34ae446fa3cdc0b05c20fcbef044ed571abe7a22803057611,低价代购正品,低价代购正品,ad,weak_label,data/violation_sentences/ad.txt,20,train
d865b36564a6cbfa7ecea5298c7cd64d4f462033931aa1f77726f2ad92ac7006,演唱会门票转让,演唱会门票转让,ad,weak_label,data/violation_sentences/ad.txt,66,train
dabc8c723b1ab727ceeecb725dae3d3e4ea7afb28d70117a3e0d1423908a2001,注册公司代理,注册公司代理,ad,weak_label,data/violation_sentences/ad.txt,49,train
db4fe81566951a1e5af1338a4e7e3c33b08c9975514f7c7027484c1054baecc6,招代理无押金,招代理无押金,ad,weak_label,data/violation_sentences/ad.txt,28,train
dcf4140aecbd42689f21aa3d1e70b9a0329f435c93c03918cb8fbafde56165aa,看视频赚钱APP,看视频赚钱app,ad,weak_label,data/violation_sentences/ad.txt,33,train
e3e541d3e59ac557bde37295b52e1d2e6c2185d31999cba9e1627a734b14ed8f,免费领取试用装,免费领取试用装,ad,weak_label,data/violation_sentences/ad.txt,9,train
e7179a5209549cb3715b50e150b3a48702d0d3958f3410532be6e512296a0cdc,做任务领佣金,做任务领佣金,ad,weak_label,data/violation_sentences/ad.txt,36,train
ec343694c0456b0f22e9c0aec95387c408f888e21bb1655d9768c74ba57452fc,微博营销推广,微博营销推广,ad,weak_label,data/violation_sentences/ad.txt,57,train
ef2753f15542e5360f4db012d2fef1dcda3d277be5bc5dc418fbca201456ac2f,学生兼职赚钱,学生兼职赚钱,ad,weak_label,data/violation_sentences/ad.txt,30,train
f06f91e74a7aa67db3bcfae6056940c4807ebb0785041ce4a36de4589f1708de,信用卡套现方法,信用卡套现方法,ad,weak_label,data/violation_sentences/ad.txt,40,train
f2173a01164fbf6baf0d36b58705038a8f25f103ebfd9cc47e9f2181648b8e82,扫码进群领红包,扫码进群领红包,ad,weak_label,data/violation_sentences/ad.txt,2,train
f85e54d9fc9fa6824f7cba8a64a1a9b4d68446766c2756d3307ff666fbd3b883,节目观众招募,节目观众招募,ad,weak_label,data/violation_sentences/ad.txt,65,train
0221eea13d1be93126860273e968f1c566fad44b7a131ccdeb0ff9cf6a01abd7,换妻俱乐部,换妻俱乐部,porn,weak_label,data/violation_sentences/porn.txt,32,train
05048ece1c2ec52f1517b6a7b82e52cebf08468d8a9390b330fffb84e73901dd,未成年人色情,未成年人色情,porn,weak_label,data/violation_sentences/porn.txt,74,train
0ea4d1cc9ec940a33454fc48945e46fb1c30f3fd94ef627720bae7bf3d83d1c1,黄播平台有哪些,黄播平台有哪些,porn,weak_label,data/violation_sentences/porn.txt,49,train
11811133deae9a58576a7898ba848c09e243936deba5ecd95c5ef64a91a41582,同城约炮群,同城约炮群,porn,weak_label,data/violation_sentences/porn.txt,34,train
13e12d1bbc588676783397410f72c43043ab87872f81ccbcc36f2b742fb76613,约炮软件哪个靠谱,约炮软件哪个靠谱,porn,weak_label,data/violation_sentences/porn.txt,1,train
16c8002aac38539df339ac78a50bf2b9da4ccf339b849d214a1e92fd99d98701,迷奸案判决结果,迷奸案判决结果,porn,weak_label,data/violation_sentences/porn.txt,37,train
