group_id,duplicate_type,label,kept_source_file,kept_source_line,kept_original_text,duplicate_source_file,duplicate_source_line,duplicate_original_text,normalized_text
919165dc7654a104beeafc9df8398d0634cf5a2c0a3975d63874dcbf40f01461,exact,normal,data/normal_sentences.txt,10,西安是历史文化名城，值得一游。,data/normal_sentences.txt,61,西安是历史文化名城，值得一游。,"西安是历史文化名城,值得一游。"
91fe8c85c802e6df1e992ac9f2f4d32884df4ffce5a736b9cbf77b247b40824d,exact,normal,data/normal_sentences.txt,21,晚上十点我要睡觉了。,data/normal_sentences.txt,72,晚上十点我要睡觉了。,晚上十点我要睡觉了。
95add0fc2e135f798439813c5a07e792a5f3bdb6b172ccabb8bd447b68d9a8cb,exact,normal,data/normal_sentences.txt,9,最近在学 Python 编程，感觉很有收获。,data/normal_sentences.txt,60,最近在学 Python 编程，感觉很有收获。,"最近在学 python 编程,感觉很有收获。"
9896be8358c6958ccaad28c5ee5f1f64f90429a00f3056ac80574b16366d81da,exact,normal,data/normal_sentences.txt,18,我们团队一共有五个人。,data/normal_sentences.txt,69,我们团队一共有五个人。,我们团队一共有五个人。
a480e55d8712bfee22df202dad6a522383daa6779f60244de8ead5485929b3e5,exact,normal,data/normal_sentences.txt,3,明天下午三点我们在会议室开会。,data/normal_sentences.txt,54,明天下午三点我们在会议室开会。,明天下午三点我们在会议室开会。
ab84f1aa0e0dde6fd505fbcb45239c17216b85ad7c6d009b0e128b618ecf62e8,exact,normal,data/normal_sentences.txt,49,会议定在下午三点。,data/normal_sentences.txt,100,会议定在下午三点。,会议定在下午三点。
acb77ae3f7a86d0f6c40cb793ae36335d56cf6ab1ba0663348d368a40d2ad8bb,exact,normal,data/normal_sentences.txt,26,咖啡喝多了对胃不好。,data/normal_sentences.txt,77,咖啡喝多了对胃不好。,咖啡喝多了对胃不好。
b5bb95bb7309f84cffad618a4d7b8ee4773c3c13f9d37e3f1d7fde11fc9a46ec,exact,normal,data/normal_sentences.txt,5,周末准备去电影院看新上映的电影。,data/normal_sentences.txt,56,周末准备去电影院看新上映的电影。,周末准备去电影院看新上映的电影。
b7fc8506a28b7936faf336aeb603aa15f5a3d2208be9909b8bac976eb0093c23,exact,normal,data/normal_sentences.txt,25,今天的作业好多啊。,data/normal_sentences.txt,76,今天的作业好多啊。,今天的作业好多啊。
bd45a6821c12639ddeb6c8d763dc70cf7f607964ed0ab49bee6f1607c3e6dabf,exact,normal,data/normal_sentences.txt,22,新年快乐，万事如意！,data/normal_sentences.txt,73,新年快乐，万事如意！,"新年快乐,万事如意!"
bf67a71561a5c9fb12bcf73f0757a62415e9e36b9387ae70fd3247f56755f865,exact,normal,data/normal_sentences.txt,1,今天天气真好，适合出门散步。,data/normal_sentences.txt,52,今天天气真好，适合出门散步。,"今天天气真好,适合出门散步。"
bfba284a1ede807684fc134c489e98bfa1e0fe5ffaacc510e49d4141d8b6aae9,exact,normal,data/normal_sentences.txt,28,这件衣服的颜色很好看。,data/normal_sentences.txt,79,这件衣服的颜色很好看。,这件衣服的颜色很好看。
c4c907e272f4522cd5c23d83b38e90a7415c291a3a3ecd2dad02cf5bd94a92d2,exact,normal,data/normal_sentences.txt,19,请把窗户打开透透气。,data/normal_sentences.txt,70,请把窗户打开透透气。,请把窗户打开透透气。
c5c47f1776fdf75ec6b77c9c6829194560fe4d955487c809113d3eedd7a512a3,exact,normal,data/normal_sentences.txt,37,这个手机续航怎么样？,data/normal_sentences.txt,88,这个手机续航怎么样？,这个手机续航怎么样?
c86b5ede4cd76a322a8d33596f3b181f67ba5136f7463055e8f6d457b5888ae9,exact,normal,data/normal_sentences.txt,8,你吃饭了吗？,data/normal_sentences.txt,59,你吃饭了吗？,你吃饭了吗?
c9e2addd0dd6968b7d7f94696aa1650c64bad9ab3837248279f96f3e322f2104,exact,normal,data/normal_sentences.txt,42,今天地铁人好多。,data/normal_sentences.txt,93,今天地铁人好多。,今天地铁人好多。
cd146107fd8175f569ee54c903634fffde7db9bb7e9ed3eeca17dee9fd0c87b7,exact,normal,data/normal_sentences.txt,20,这本书写得非常好，推荐大家阅读。,data/normal_sentences.txt,71,这本书写得非常好，推荐大家阅读。,"这本书写得非常好,推荐大家阅读。"
d03c572a3b8e971208fa6815df57bbb958804a95f993d38d6e5cbc2a92489836,exact,normal,data/normal_sentences.txt,2,我喜欢吃火锅，尤其是麻辣味的。,data/normal_sentences.txt,53,我喜欢吃火锅，尤其是麻辣味的。,"我喜欢吃火锅,尤其是麻辣味的。"
d2379b77094d5269a4cf729841770c8aa10a7973d4910d22c2c55fb5f08a83b3,exact,normal,data/normal_sentences.txt,13,请问洗手间在哪里？,data/normal_sentences.txt,64,请问洗手间在哪里？,请问洗手间在哪里?
df3f383f5b23a896affea8d91f9031bd9eaec385f2c3f60077b995b7d9b7bf99,exact,normal,data/normal_sentences.txt,24,我喜欢养猫。,data/normal_sentences.txt,75,我喜欢养猫。,我喜欢养猫。
e26b0238631c7bfca3fe04be1a1274292c57ed875784541209808f3d1a58e2e4,exact,normal,data/normal_sentences.txt,41,这个游戏挺好玩的。,data/normal_sentences.txt,92,这个游戏挺好玩的。,这个游戏挺好玩的。
f45d15355f22de2cc5bfdd0eda5cee036edeb73f7d2c3d768deffd2c57f8db43,exact,normal,data/normal_sentences.txt,23,这个城市交通很便利。,data/normal_sentences.txt,74,这个城市交通很便利。,这个城市交通很便利。
fdce3c3f1325210463e39f57b9521b53d6cb10f5646a630f645283081ccd4da8,exact,normal,data/normal_sentences.txt,14,今天的课程讲得很清楚。,data/normal_sentences.txt,65,今天的课程讲得很清楚。,今天的课程讲得很清楚。
